Row,Col,Length,Z_up,Z_down,Basin,Slope
73,100,64.9642876586803,7.365355491638184,6.787575721740723,2422,0.00889380597741781
73,101,54.50015169654886,9.381473541259766,7.365355491638184,2422,0.03699288876932153
73,125,46.99131347518414,6.301003456115723,6.301003456115723,2344,0.0001
73,145,128.96137416460545,33.83892059326172,30.32708740234375,2344,0.027231666951962594
74,100,74.81239306149882,10.008930206298828,9.381473541259766,2422,0.008387068497104052
74,101,38.72595176746051,9.381473541259766,9.381473541259766,2422,0.0001
74,145,106.59321202681991,34.14689254760742,33.83892059326172,2344,0.0028892267011168997
74,146,22.368162138032485,36.739227294921875,34.14689254760742,2344,0.11589395370604534
75,100,111.38161931620184,9.452884674072266,10.008930206298828,2422,0.0001
75,146,106.59321202650474,41.961036682128906,36.739227294921875,2344,0.0489881981031645
75,147,64.90920191725506,47.278690338134766,41.961036682128906,2344,0.08192449604887604
76,100,109.16118279503564,8.266738891601562,9.452884674072266,2422,0.0001
76,147,64.05217224731628,49.915164947509766,47.278690338134766,2344,0.041161361385139685
76,148,116.50139209179906,57.111141204833984,49.915164947509766,2344,0.06176729846845125
76,149,111.27308043186514,67.9707260131836,57.111141204833984,2344,0.09759399817280301
77,99,29.786769373996943,4.593393802642822,8.266738891601562,2422,0.0001
77,100,86.71462271815138,8.266738891601562,8.266738891601562,2422,0.0001
77,149,5.228311660592489,64.9791488647461,67.9707260131836,2344,0.0001
77,150,104.04141001906092,63.27457809448242,64.9791488647461,2344,0.0001
77,151,116.50139209245762,67.25082397460938,63.27457809448242,2344,0.0341304580890444
77,152,116.50139209179909,72.99349212646484,67.25082397460938,2344,0.04929269984456876
77,153,102.10321426111162,73.98782348632812,72.99349212646484,2344,0.009738492241002794
77,154,100.0,85.12430572509766,73.98782348632812,2344,0.11136482238769531
77,155,18.180444005499222,79.02156066894531,85.12430572509766,2344,0.0001
78,99,141.4213562372272,3.228926658630371,4.593393802642822,2422,0.0001
78,155,94.2795380665804,85.60662078857422,79.02156066894531,2344,0.06984612201831668
78,156,124.92500921839792,93.56258392333984,85.60662078857422,2344,0.06368591192862555
79,99,53.45870892202038,3.561875343322754,3.228926658630371,2422,0.00622814675861423
79,100,87.96264731545375,3.558090925216675,3.561875343322754,2422,0.0001
79,156,107.67596131142749,110.1463851928711,93.56258392333984,2344,0.1540158180855845
80,100,128.55451543736896,5.376699924468994,3.558090925216675,2422,0.014146597597642032
80,156,8.774583022110164,110.1463851928711,110.1463851928711,2344,0.0001
81,99,84.97971697116458,4.71965217590332,5.376699924468994,2422,0.0001
81,100,44.388515920876074,5.376699924468994,5.376699924468994,2422,0.0001
82,98,108.04795917784449,4.71965217590332,4.71965217590332,2422,0.0001
82,99,63.45445476603175,4.71965217590332,4.71965217590332,2422,0.0001
83,99,147.98820635088157,3.7710623741149902,3.6787662506103516,2422,0.0006236721545621251
83,100,11.054225520477674,2.5401222705841064,3.7710623741149902,2422,0.0001
83,119,30.566604714053767,5.179726600646973,5.179726600646973,2422,0.0001
84,100,125.8888806629321,2.8568625450134277,2.5401222705841064,2422,0.002516030587938854
84,101,11.419958841920895,2.9932949542999268,2.8568625450134277,2422,0.011946838966325942
84,118,48.212610522176305,5.179726600646973,5.797577381134033,2422,0.0001
84,119,128.4758271580239,6.078189373016357,5.179726600646973,2422,0.006993243727197686
84,120,81.23431064876371,7.489516735076904,6.078189373016357,2422,0.01737353774272504
85,101,133.07389089678918,3.145879030227661,2.9932949542999268,2422,0.001146611667393697
85,111,93.04630846454536,5.164398193359375,5.556426525115967,2422,0.0001
85,112,118.28124018507881,6.074722766876221,5.164398193359375,2422,0.007696271801787239
